"","code","sections","college","sub_college","abbr","no","title","student","A","tgp","avg"
"251","AMATH 502",16,NA,NA,"AMATH",502,"INTRO DYN SYS & CH",528,119,1838.1,3.48125
"252","AMATH 503",17,NA,NA,"AMATH",503,"METHODS PAR DIFF EQ",610,247,2246.1,3.68213114754098
"253","AMATH 507",4,NA,NA,"AMATH",507,"CAL VARIATIONS",84,23,304.4,3.62380952380952
"254","AMATH 515",1,"College of Arts and Sciences","Natural Sciences","AMATH",515,"FUNDAMNTL OPTIMIZTN",33,16,125.4,3.8
"255","AMATH 531",1,NA,NA,"AMATH",531,"THEORY CELL DYNAM",15,9,57,3.8
"256","AMATH 533",1,NA,NA,"AMATH",533,"MOVEMENT CONTROL",15,8,57,3.8
"257","AMATH 535",2,NA,NA,"AMATH",535,"MATH ECOLOGY",37,9,127.8,3.45405405405405
"258","AMATH 540",5,NA,NA,"AMATH",540,"INTRO CMPFIN/FINECN",145,58,531.9,3.66827586206897
"259","AMATH 541",7,NA,NA,"AMATH",541,"INVESTMENT SCIENCE",190,67,662.5,3.48684210526316
"260","AMATH 542",7,NA,NA,"AMATH",542,"FIN DATA MODELING",182,34,620.5,3.40934065934066
"261","AMATH 543",3,NA,NA,"AMATH",543,"PORTFOLIO OPT",76,23,279.4,3.67631578947368
"262","AMATH 544",5,NA,NA,"AMATH",544,"OTHER DERIVATIVES",120,32,422.3,3.51916666666667
"263","AMATH 545",2,NA,NA,"AMATH",545,"FIN RISK MGMT I",47,9,159.8,3.4
"264","AMATH 546",2,NA,NA,"AMATH",546,"RISK MANAGEMENT",53,28,194.6,3.67169811320755
"265","AMATH 547",2,NA,NA,"AMATH",547,"CREDIT RISK MGMT",36,12,133.2,3.7
"266","AMATH 551",3,NA,NA,"AMATH",551,"TRADING SYSTEMS",50,12,173,3.46
"267","AMATH 552",2,NA,NA,"AMATH",552,"PORTFOLIO PERFORM",46,11,168.1,3.65434782608696
"268","AMATH 553",1,NA,NA,"AMATH",553,"FIN FORCAST METHOD",18,4,64.8,3.6
"269","AMATH 556",2,NA,NA,"AMATH",556,"COMP FIN STAT MODEL",50,9,170.2,3.404
"270","AMATH 557",1,NA,NA,"AMATH",557,"C++",17,5,59.5,3.5
"271","AMATH 558",1,NA,NA,"AMATH",558,"FIXEDINCOME ANALYTC",37,6,129.5,3.5
"272","AMATH 561",2,"College of Arts and Sciences","Natural Sciences","AMATH",561,"INTR PROB RNDM PROC",52,11,182.4,3.50769230769231
"273","AMATH 562",1,NA,NA,"AMATH",562,"ADV STOCH PROCESSES",24,7,84,3.5
"274","AMATH 563",1,NA,NA,"AMATH",563,"INFR STR CMPLX SYS",30,19,114,3.8
"275","AMATH 567",8,NA,NA,"AMATH",567,"APPLIED ANALYSIS",184,31,628,3.41304347826087
"276","AMATH 568",7,NA,NA,"AMATH",568,"ADV METHODS ODE",164,33,583.7,3.55914634146342
"277","AMATH 569",6,"College of Arts and Sciences","Natural Sciences","AMATH",569,"ADV METHOD PDE",124,43,450.4,3.63225806451613
"278","AMATH 572",3,NA,NA,"AMATH",572,"INTRO APP STOCH",68,31,252.9,3.71911764705882
"279","AMATH 573",1,"College of Arts and Sciences","Natural Sciences","AMATH",573,"COH STR, PATRN & F&S",19,4,68.4,3.6
"280","AMATH 574",2,NA,NA,"AMATH",574,"CNSRV LAW/FINIT VOL",34,11,124.2,3.65294117647059
"281","AMATH 575",4,NA,NA,"AMATH",575,"DYNAMICAL SYSTEMS",89,33,320.3,3.59887640449438
"282","AMATH 579",2,NA,NA,"AMATH",579,"INTELLIGENT CONTROL",36,12,131.6,3.65555555555556
"283","AMATH 581",25,NA,NA,"AMATH",581,"SCIENTIFIC COMPUTING",906,389,3319.2,3.6635761589404
"284","AMATH 582",20,NA,NA,"AMATH",582,"COMP METH DATA ANLY",673,387,2532.6,3.76315007429421
"285","AMATH 583",14,NA,NA,"AMATH",583,"HI-PRFM SCI COMPG",332,198,1249.4,3.76325301204819
"286","AMATH 584",18,NA,NA,"AMATH",584,"APPL LINEAR ALGEBRA",589,100,1969.9,3.34448217317487
"287","AMATH 585",11,NA,NA,"AMATH",585,"BOUNDARY VALUE PROBS",239,106,880.3,3.68326359832636
"288","AMATH 586",9,NA,NA,"AMATH",586,"TIME DEPNDT PROBS",160,59,577.6,3.61
"289","AMATH 590",1,"College of Arts and Sciences","Natural Sciences","AMATH",590,"SPECIAL TOPICS",17,13,66.3,3.9
"290","ANTH 101",12,NA,NA,"ANTH",101,"EXPLORING SOC ANTHR",1591,782,5645.8,3.54858579509742
"291","ANTH 150",3,NA,NA,"ANTH",150,"CULTR & HUMAN RIGHTS",320,134,1116.6,3.489375
"292","ANTH 203",9,NA,NA,"ANTH",203,"INTRO TO ANTH LING",672,54,1895.3,2.82038690476191
"293","ANTH 204",2,NA,NA,"ANTH",204,"READING ETHNOGRAPHY",79,18,276.2,3.49620253164557
"294","ANTH 208",6,NA,NA,"ANTH",208,"THE CULTURE CONCEPT",526,227,1895.7,3.60399239543726
"295","ANTH 209",12,NA,NA,"ANTH",209,"ANTH VISUAL MEDIA",1651,673,5966.4,3.61380981223501
"296","ANTH 210",9,NA,NA,"ANTH",210,"INTRO ENVIRON ANTH",856,192,2876.9,3.36086448598131
"297","ANTH 211",4,NA,NA,"ANTH",211,"ENVIR JUSTICE",206,58,644.2,3.12718446601942
"298","ANTH 212",1,NA,NA,"ANTH",212,"CLTR POL DIET &NUTR",116,22,394.4,3.4
"299","ANTH 213",11,NA,NA,"ANTH",213,"ANTH AND SPORT",1066,426,3823.3,3.58658536585366
"300","ANTH 215",24,NA,NA,"ANTH",215,"MED ANTH/ GLBL HLTH",3860,1759,13801,3.57538860103627
"301","ANTH 228",6,NA,NA,"ANTH",228,"IDENTITIES",937,398,3280.4,3.50096051227321
"302","ANTH 233",9,NA,NA,"ANTH",233,"LANGUAGE & SOCIETY",169,20,447.9,2.65029585798817
"303","ANTH 235",3,NA,NA,"ANTH",235,"GLOBAL FEMINST ART",130,53,456,3.50769230769231
"304","ANTH 269",15,NA,NA,"ANTH",269,"SPECIAL TOPICS",1212,307,4075.5,3.36262376237624
"305","ANTH 274",1,NA,NA,"ANTH",274,"LABOR IN HEALTHCARE",107,20,374.5,3.5
"306","ANTH 302",2,NA,NA,"ANTH",302,"MED ANTH/SOC JUSTIC",60,43,222,3.7
"307","ANTH 303",1,NA,NA,"ANTH",303,"HEALTH TECHNOLOGIES",38,5,129.2,3.4
"308","ANTH 305",17,NA,NA,"ANTH",305,"ANTHROP OF THE BODY",676,347,2468.7,3.65192307692308
"309","ANTH 306",2,NA,NA,"ANTH",306,"PAC ISLAND POWER",116,22,394.4,3.4
"310","ANTH 307",1,NA,NA,"ANTH",307,"US PAC ISLND CULTUR",32,10,112,3.5
"311","ANTH 308",10,NA,NA,"ANTH",308,"WOMENS HEALTH&REPRO",352,255,1285.9,3.653125
"312","ANTH 310",1,"College of Arts and Sciences","Social Sciences","ANTH",310,"NATIVE NO AMER SOC",32,5,102.4,3.2
"313","ANTH 311",7,NA,NA,"ANTH",311,"CLTR POL DIET &NUTR",370,82,1321.7,3.57216216216216
"314","ANTH 312",1,NA,NA,"ANTH",312,"PAC ISLANDS LIT&FILM",35,15,122.5,3.5
"315","ANTH 313",7,NA,NA,"ANTH",313,"PEOPLES OF AFRICA",286,96,1019.8,3.56573426573427
"316","ANTH 314",1,"College of Arts and Sciences","Social Sciences","ANTH",314,"SE ASIA/ASIAN AM",32,6,89.6,2.8
"317","ANTH 316",2,NA,NA,"ANTH",316,"MODERN SOUTH ASIA",37,12,132.1,3.57027027027027
"318","ANTH 318",4,NA,NA,"ANTH",318,"ISLAM MDL EAST CULT",147,46,488.1,3.32040816326531
"319","ANTH 321",2,"College of Arts and Sciences","Social Sciences","ANTH",321,"COMP RELIGION",44,19,147,3.34090909090909
"320","ANTH 322",11,NA,NA,"ANTH",322,"COMPAR STUDY DEATH",388,120,1342,3.45876288659794
"321","ANTH 323",7,NA,NA,"ANTH",323,"HUMAN RIGHTS LAW",165,11,522.6,3.16727272727273
"322","ANTH 330",5,NA,NA,"ANTH",330,"RELG/IDEN/CLTR PLRL",124,74,455.4,3.67258064516129
"323","ANTH 345",7,NA,NA,"ANTH",345,"WOMEN INTL ECON DEV",140,13,432.4,3.08857142857143
"324","ANTH 352",1,NA,NA,"ANTH",352,"BUDDHISM & SOCIETY",17,5,57.8,3.4
"325","ANTH 353",1,"College of Arts and Sciences","Social Sciences","ANTH",353,"FEMINIST ANTH",19,6,55.1,2.9
"326","ANTH 356",4,NA,NA,"ANTH",356,"VISUAL ANTHROPOLOGY",138,75,485.4,3.51739130434783
"327","ANTH 359",4,NA,NA,"ANTH",359,"LING ETHNO",148,58,537.3,3.6304054054054
"328","ANTH 360",10,NA,NA,"ANTH",360,"POPULAR CULTURE ANTH",302,121,1036.7,3.43278145695364
"329","ANTH 361",7,NA,NA,"ANTH",361,"ANTH OF FOOD",252,98,911.2,3.61587301587302
"330","ANTH 362",3,NA,NA,"ANTH",362,"ANTH OF TOURISM",117,32,401.8,3.43418803418803
"331","ANTH 363",2,NA,NA,"ANTH",363,"APPLIED VISUAL ANTH",62,33,225,3.62903225806452
"332","ANTH 368",1,NA,NA,"ANTH",368,"MYTHICAL FIGURES",24,7,84,3.5
"333","ANTH 369",24,NA,NA,"ANTH",369,"SPEC PROB IN ANTH",692,349,2478,3.58092485549133
"334","ANTH 370",1,NA,NA,"ANTH",370,"HAN CHIN SOC CLTR",16,1,52.8,3.3
"335","ANTH 371",1,NA,NA,"ANTH",371,"ANTH OF DEVELOP",16,7,49.6,3.1
"336","ANTH 373",5,"College of Arts and Sciences","Social Sciences","ANTH",373,"LABOR IN HEALTHCARE",190,30,657.6,3.46105263157895
"337","ANTH 374",5,"College of Arts and Sciences","Social Sciences","ANTH",374,"NARRATIV & MED ANTH",166,41,588.2,3.5433734939759
"338","ANTH 375",4,NA,NA,"ANTH",375,"COMP HEALING SYSTEM",141,27,462,3.27659574468085
"339","ANTH 376",3,NA,NA,"ANTH",376,"ANTH OF DISABILITY",185,30,599.4,3.24
"340","ANTH 377",7,NA,NA,"ANTH",377,"ANTH & INTRNTL HLTH",530,297,1935.9,3.65264150943396
"341","ANTH 378",5,NA,NA,"ANTH",378,"SOC SUSTAINABILTY",135,31,442.2,3.27555555555556
"342","ANTH 379",2,NA,NA,"ANTH",379,"PRISONS ANTH PERSP",103,20,365.5,3.54854368932039
"343","ANTH 380",4,"College of Arts and Sciences","Social Sciences","ANTH",380,"INTRO SOCIAL THEORY",137,58,493.8,3.6043795620438
"344","ANTH 399",4,NA,NA,"ANTH",399,"JR HONORS SEMINAR",80,61,310.6,3.8825
"345","ANTH 402",1,NA,NA,"ANTH",402,"EXPERIENTIAL ETHNOG",26,17,88.4,3.4
"346","ANTH 403",1,NA,NA,"ANTH",403,"QUAL RSCH METHODS",20,12,76,3.8
"347","ANTH 406",1,"College of Arts and Sciences","Social Sciences","ANTH",406,"CHINA'S ENVIRONMENT",27,1,86.4,3.2
"348","ANTH 408",1,NA,NA,"ANTH",408,"EXPERIMENT SEA",24,9,84,3.5
"349","ANTH 409",2,NA,NA,"ANTH",409,"QUEER HEALTH",46,17,151.7,3.29782608695652
"350","ANTH 413",2,NA,NA,"ANTH",413,"MOD MIDEAST & N AFR",66,25,234.8,3.55757575757576
"351","ANTH 414",3,NA,NA,"ANTH",414,"APPLIED&PUBLIC ANTH",112,58,406.9,3.63303571428571
"352","ANTH 415",4,NA,NA,"ANTH",415,"ANTH & INTRNTL HLTH",219,104,794.6,3.62831050228311
"353","ANTH 416",2,NA,NA,"ANTH",416,"SOC MOVE MEX-US",34,14,124.1,3.65
"354","ANTH 419",3,"College of Arts and Sciences","Social Sciences","ANTH",419,"COL MEMRY & VIOLENC",96,28,323.2,3.36666666666667
"355","ANTH 420",1,NA,NA,"ANTH",420,"SOC LFE OF PSYCHTRY",56,3,190.4,3.4
"356","ANTH 423",3,NA,NA,"ANTH",423,"TRAFFIC CLTRL BOUND",57,30,200.3,3.5140350877193
"357","ANTH 425",5,NA,NA,"ANTH",425,"ANTH POST-SOVIET",90,36,287.8,3.19777777777778
"358","ANTH 427",1,NA,NA,"ANTH",427,"ANTH IN URBAN SETS",21,17,77.7,3.7
"359","ANTH 428",1,NA,NA,"ANTH",428,"PERSPECT ON ETHNIC",23,12,80.5,3.5
"360","ANTH 429",3,NA,NA,"ANTH",429,"EXPRESSIVE CULTURE",69,32,238.3,3.4536231884058
"361","ANTH 437",1,"College of Arts and Sciences","Social Sciences","ANTH",437,"POL ANTH SOCL CHNGE",20,5,64,3.2
"362","ANTH 443",1,NA,NA,"ANTH",443,"ANTH MODERN JAPAN",15,2,52.5,3.5
"363","ANTH 444",1,NA,NA,"ANTH",444,"REPRESENT MOD CHINA",16,8,54.4,3.4
"364","ANTH 449",1,"College of Arts and Sciences","Social Sciences","ANTH",449,"SOC CHANGE E ASIA",19,4,62.7,3.3
"365","ANTH 452",1,NA,NA,"ANTH",452,"BIOPOWER",26,17,91,3.5
"366","ANTH 453",1,NA,NA,"ANTH",453,"FEMALE CIRCUMCISION",18,8,57.6,3.2
"367","ANTH 456",5,NA,NA,"ANTH",456,"CONTEMP ETHNOGRAPHY",134,64,476.7,3.55746268656716
"368","ANTH 459",1,NA,NA,"ANTH",459,"CLTR ECOL & POLITICS",15,8,54,3.6
"369","ANTH 460",7,NA,NA,"ANTH",460,"HIST OF ANTHROPOLGY",148,66,525.4,3.55
"370","ANTH 461",5,"College of Arts and Sciences","Social Sciences","ANTH",461,"HISTORICAL ECOLOGY",109,20,358.7,3.29082568807339
"371","ANTH 463",1,NA,NA,"ANTH",463,"CONTEMP CAPITALISM",19,19,76,4
"372","ANTH 464",1,NA,NA,"ANTH",464,"LANGUAGE POLITICS",17,7,56.1,3.3
"373","ANTH 467",2,NA,NA,"ANTH",467,"ANTH OF EDUCATION",79,38,276.5,3.5
"374","ANTH 468",3,NA,NA,"ANTH",468,"ANTH OF CARE",84,5,279.6,3.32857142857143
"375","ANTH 469",28,NA,NA,"ANTH",469,"SPEC STUDIES ANTH",786,401,2793.6,3.55419847328244
"376","ANTH 470",1,NA,NA,"ANTH",470,"MINORITY PEOP CHINA",25,4,87.5,3.5
"377","ANTH 471",2,"College of Arts and Sciences","Social Sciences","ANTH",471,"COLONIALISM/CULTURE",61,31,218.3,3.57868852459016
"378","ANTH 472",2,"College of Arts and Sciences","Social Sciences","ANTH",472,"CASE STUDIES HEALTH",54,23,197.4,3.65555555555556
"379","ANTH 473",2,NA,NA,"ANTH",473,"ANTH OF SCI & TECH",41,17,136.8,3.33658536585366
"380","ANTH 474",4,NA,NA,"ANTH",474,"SOC DIFF & MED KNLG",109,20,386.5,3.54587155963303
"381","ANTH 475",4,NA,NA,"ANTH",475,"PERSPECTS MED ANTH",127,46,444.7,3.50157480314961
"382","ANTH 476",1,NA,NA,"ANTH",476,"CLTR MEDICIN & BODY",30,1,102,3.4
"383","ANTH 477",3,NA,NA,"ANTH",477,"MEDICINE IN AMERICA",88,20,296.4,3.36818181818182
"384","ANTH 478",5,NA,NA,"ANTH",478,"INTRO ANTH INST",146,31,500.7,3.42945205479452
"385","ANTH 479",19,NA,NA,"ANTH",479,"ADV TOPICS MED ANTH",516,227,1859.6,3.60387596899225
"386","ANTH 483",4,NA,NA,"ANTH",483,"HIV/AIDS AFRICA",225,120,821.5,3.65111111111111
"387","ANTH 484",1,NA,NA,"ANTH",484,"MOTHERHOOD",16,0,40,2.5
"388","ANTH 488",1,NA,NA,"ANTH",488,"AGROECOLOGY",17,9,54.4,3.2
"389","ANTH 490",2,NA,NA,"ANTH",490,"HEALTHCARE & AGING",79,17,268.6,3.4
"390","ANTH 540",1,NA,NA,"ANTH",540,"ANTH OF PLACE",16,15,62.4,3.9
"391","ARAB 101",10,"College of Arts and Sciences","Humanities","ARAB",101,"ELEMENTARY ARABIC",185,64,589.8,3.18810810810811
"392","ARAB 102",3,NA,NA,"ARAB",102,"ELEMENTARY ARABIC",52,20,171.9,3.30576923076923
"393","ARAB 103",4,NA,NA,"ARAB",103,"ELEMENTARY ARABIC",64,12,200.6,3.134375
"394","ARAB 201",2,"College of Arts and Sciences","Humanities","ARAB",201,"INTERMEDIATE ARABIC",40,9,133.7,3.3425
"395","ARAB 411",9,NA,NA,"ARAB",411,"ELEMENTARY ARABIC",203,41,611,3.00985221674877
"396","ARAB 412",10,NA,NA,"ARAB",412,"ELEMENTARY ARABIC",178,16,534.2,3.00112359550562
"397","ARAB 413",5,NA,NA,"ARAB",413,"ELEMENTARY ARABIC",92,14,289.8,3.15
"398","ARAB 421",3,NA,NA,"ARAB",421,"INTERMEDIATE ARABIC",61,13,184.1,3.01803278688525
"399","ARAB 422",3,NA,NA,"ARAB",422,"INTERMED ARABIC",55,14,184.4,3.35272727272727
"400","ARAB 423",2,NA,NA,"ARAB",423,"INTERMED ARABIC",33,8,109.5,3.31818181818182
"401","ARAB 496",1,NA,NA,"ARAB",496,"SPEC ST IN ARABIC",16,9,52.8,3.3
"402","ARCH 150",31,NA,NA,"ARCH",150,"APPREC OF ARCH I",12500,4873,43478.1,3.478248
"403","ARCH 151",21,NA,NA,"ARCH",151,"APPREC OF ARCH II",6029,2581,21179.6,3.51295405539891
"404","ARCH 200",5,NA,NA,"ARCH",200,"ARCH DESIGN & REP 1",619,7,1945.8,3.14345718901454
"405","ARCH 201",4,NA,NA,"ARCH",201,"ARCH DESIGN & REP 2",339,27,1101.8,3.25014749262537
"406","ARCH 210",4,NA,NA,"ARCH",210,"DESIGN DRAWING I",658,10,1967.3,2.98981762917933
"407","ARCH 211",4,NA,NA,"ARCH",211,"DESIGN DRAWING II",413,13,1245,3.01452784503632
"408","ARCH 231",4,NA,NA,"ARCH",231,"MAKING AND CRAFT",265,83,912.2,3.4422641509434
"409","ARCH 251",16,NA,NA,"ARCH",251,"NON-WESTERN ARCH",1874,830,6309,3.36659551760939
"410","ARCH 300",19,"College of Built Environments","College of Built Environments","ARCH",300,"INTRO ARCH DES I",751,6,2403.3,3.20013315579228
"411","ARCH 301",29,"College of Built Environments","College of Built Environments","ARCH",301,"INTRO ARCH DES II",700,2,2303.4,3.29057142857143
"412","ARCH 302",30,"College of Built Environments","College of Built Environments","ARCH",302,"INTRO ARCH DES III",718,6,2405.6,3.35041782729805
"413","ARCH 310",8,NA,NA,"ARCH",310,"ARCH DES DRWG I",194,19,678,3.49484536082474
"414","ARCH 311",9,NA,NA,"ARCH",311,"ARCH DES DRWG II",222,16,769.2,3.46486486486487
"415","ARCH 312",7,"College of Built Environments","College of Built Environments","ARCH",312,"ARCH DES DRWG III",174,0,566.4,3.2551724137931
"416","ARCH 315",13,NA,NA,"ARCH",315,"DESIGN DRAWING III",467,4,1547,3.31263383297645
"417","ARCH 320",15,NA,NA,"ARCH",320,"INTRO STRUCTURES I",961,165,3278.9,3.41196670135276
"418","ARCH 321",15,NA,NA,"ARCH",321,"INTRO STRUCTURES II",826,222,2809.5,3.40133171912833
"419","ARCH 322",14,NA,NA,"ARCH",322,"INTRO STRUCTRS III",556,78,1799.7,3.23687050359712
"420","ARCH 323",8,NA,NA,"ARCH",323,"STRUCTURES I",195,25,669.8,3.43487179487179
"421","ARCH 324",8,NA,NA,"ARCH",324,"STRUCTURES II",190,29,648.6,3.41368421052632
"422","ARCH 331",8,NA,NA,"ARCH",331,"ENERGY & ENV SYSTMS",198,25,681.1,3.43989898989899
"423","ARCH 332",9,NA,NA,"ARCH",332,"CONST MAT & ASSM I",215,75,798.9,3.71581395348837
"424","ARCH 350",20,NA,NA,"ARCH",350,"ARCH ANCIENT WORLD",1591,137,4693.9,2.95028284098052
"425","ARCH 351",20,NA,NA,"ARCH",351,"ROMN GTHIC REN ARCH",1480,161,4313.4,2.91445945945946
"426","ARCH 352",19,NA,NA,"ARCH",352,"HIST MDRN ARCH",1236,68,3718.2,3.00825242718447
"427","ARCH 360",7,NA,NA,"ARCH",360,"INTRO ARCH THEORY",165,8,589.3,3.57151515151515
"428","ARCH 362",5,NA,NA,"ARCH",362,"ARCHITECTURE THEORY",257,9,868.5,3.37937743190661
"429","ARCH 380",20,NA,NA,"ARCH",380,"COMPUTERS IN ARCH",483,155,1723.1,3.56749482401656
"430","ARCH 400",2,NA,NA,"ARCH",400,"ARCH DESIGN IV",68,6,240,3.52941176470588
"431","ARCH 404",3,"College of Built Environments","College of Built Environments","ARCH",404,"INTEGRAT D/B STUDIO",45,0,157.5,3.5
"432","ARCH 410",16,NA,NA,"ARCH",410,"INTRO ARCH PHOTO",337,54,1168.7,3.46795252225519
"433","ARCH 413",2,NA,NA,"ARCH",413,"ARCH PHOTO PROJECTS",33,0,110.5,3.34848484848485
"434","ARCH 415",1,NA,NA,"ARCH",415,"ARCH SKETCHING",40,0,132,3.3
"435","ARCH 430",1,NA,NA,"ARCH",430,"MATRLS & PROCESSES",19,1,66.5,3.5
"436","ARCH 431",8,NA,NA,"ARCH",431,"ENVIRN CONTROL PRIN",392,34,1322.2,3.37295918367347
"437","ARCH 434",6,NA,NA,"ARCH",434,"COLOR AND LIGHT",193,0,666.2,3.45181347150259
"438","ARCH 435",7,NA,NA,"ARCH",435,"PRIN & PRAC ENV LTG",118,13,421.7,3.57372881355932
"439","ARCH 436",6,NA,NA,"ARCH",436,"BUILDING ACOUSTICS",112,7,399.9,3.57053571428571
"440","ARCH 439",3,NA,NA,"ARCH",439,"LIGHTING DESIGN",56,22,196,3.5
"441","ARCH 441",3,NA,NA,"ARCH",441,"VISIONS OF JPN HOUSE",50,4,173.5,3.47
"442","ARCH 442",1,"College of Built Environments","College of Built Environments","ARCH",442,"AFRICA ME SEMINAR",16,1,56,3.5
"443","ARCH 452",6,NA,NA,"ARCH",452,"SEATTLE ARCHITECTURE",128,8,430.2,3.3609375
"444","ARCH 455",1,NA,NA,"ARCH",455,"AMER ARCHITECTURE",23,6,75.9,3.3
"445","ARCH 457",3,NA,NA,"ARCH",457,"20TH C ARCHITECTURE",50,14,169.9,3.398
"446","ARCH 460",13,NA,NA,"ARCH",460,"DESGN THRY & ANALYS",247,3,838.4,3.39433198380567
"447","ARCH 462",2,NA,NA,"ARCH",462,"SPATIAL COMPOSITION",38,5,136.6,3.59473684210526
"448","ARCH 475",2,NA,NA,"ARCH",475,"RESIDENTIAL PRACTICE",32,11,116.9,3.653125
"449","ARCH 478",3,"College of Built Environments","College of Built Environments","ARCH",478,"CAD & WORKING DRAW",58,12,208.8,3.6
"450","ARCH 481",8,NA,NA,"ARCH",481,"3D MODEL & RENDER",157,75,565.3,3.60063694267516
"451","ARCH 482",4,NA,NA,"ARCH",482,"WEB WEAVING",79,9,260.6,3.29873417721519
"452","ARCH 486",1,"College of Built Environments","College of Built Environments","ARCH",486,"COMPUT GRAPHIC PROG",18,2,59.4,3.3
"453","ARCH 487",16,"College of Built Environments","College of Built Environments","ARCH",487,"FUNDAMENTALS OF BIM",440,47,1492.6,3.39227272727273
"454","ARCH 496",3,"College of Built Environments","College of Built Environments","ARCH",496,"ARCH FIELDWK ABROAD",147,3,529.2,3.6
"455","ARCH 498",33,NA,NA,"ARCH",498,"SPECIAL PROJECTS",682,192,2458,3.60410557184751
"456","ARCH 510",1,"College of Built Environments","College of Built Environments","ARCH",510,"REPRESENTATION I",25,4,87.5,3.5
"457","ARCH 521",8,NA,NA,"ARCH",521,"STRUCT SYS DESIGN",363,31,1254.2,3.45509641873278
"458","ARCH 527",6,"College of Built Environments","College of Built Environments","ARCH",527,"INTRO DIG DES & FAB",92,36,338.9,3.68369565217391
"459","ARCH 528",2,NA,NA,"ARCH",528,"DIG DES FAB & CONST",40,16,148.6,3.715
"460","ARCH 529",2,"College of Built Environments","College of Built Environments","ARCH",529,"ADV DIGITAL PROJECT",31,7,110,3.54838709677419
"461","ARCH 530",3,"College of Built Environments","College of Built Environments","ARCH",530,"INTEGRATED SYSEMS",54,4,191.4,3.54444444444444
"462","ARCH 531",12,NA,NA,"ARCH",531,"ACTIVE CONTROL SYST",348,34,1241.4,3.56724137931035
"463","ARCH 532",9,NA,NA,"ARCH",532,"CONST MAT & ASSM II",390,51,1362.9,3.49461538461538
"464","ARCH 533",14,NA,NA,"ARCH",533,"ADV ENV SYSTEMS",384,31,1328.4,3.459375
"465","ARCH 535",1,"College of Built Environments","College of Built Environments","ARCH",535,"DAYLIGHTING DESIGN",15,1,55.5,3.7
"466","ARCH 537",3,NA,NA,"ARCH",537,"TRAD BLDG METHODS",47,3,170.9,3.63617021276596
"467","ARCH 538",3,"College of Built Environments","College of Built Environments","ARCH",538,"BLDG REUSE SEMINAR",56,17,206.9,3.69464285714286
"468","ARCH 550",1,NA,NA,"ARCH",550,"HISTORY & THEORY I",25,5,90,3.6
"469","ARCH 559",4,"College of Built Environments","College of Built Environments","ARCH",559,"AMER UTIL ARCH",69,0,241.5,3.5
"470","ARCH 561",5,"College of Built Environments","College of Built Environments","ARCH",561,"URBAN DESIGN THEORY",98,30,360.1,3.67448979591837
"471","ARCH 562",2,"College of Built Environments","College of Built Environments","ARCH",562,"CONTEMP ARCH THEORY",102,6,357,3.5
"472","ARCH 564",1,"College of Built Environments","College of Built Environments","ARCH",564,"ENV DES WELL-BEING",16,1,56,3.5
"473","ARCH 570",9,NA,NA,"ARCH",570,"DESIGN DEVELOPMENT",412,74,1475.1,3.58033980582524
"474","ARCH 571",14,"College of Built Environments","College of Built Environments","ARCH",571,"PRO PRACTICE",314,35,1086.6,3.46050955414013
"475","ARCH 574",4,NA,NA,"ARCH",574,"DESIGN & CONST LAW",69,18,242.2,3.51014492753623
"476","ARCH 582",1,"College of Built Environments","College of Built Environments","ARCH",582,"COMP LIGHTING DES",16,3,57.6,3.6
"477","ARCH 590",9,NA,NA,"ARCH",590,"URB & PRESV ISSUES",415,1,1378.7,3.32216867469879
"478","ARCH 591",9,NA,NA,"ARCH",591,"ARCH & LANDSCAPE",393,40,1359.3,3.4587786259542
"479","ARCH 595",1,"College of Built Environments","College of Built Environments","ARCH",595,"THESIS RESEARCH",27,0,94.5,3.5
"480","ARCH 598",7,"College of Built Environments","College of Built Environments","ARCH",598,"SPECIAL TOPICS",183,54,672.5,3.67486338797814
"481","ARCHY 101",6,NA,NA,"ARCHY",101,"EXPLORING ARCHY",640,137,1891.1,2.95484375
"482","ARCHY 105",7,NA,NA,"ARCHY",105,"HUMAN PAST",675,192,2185.3,3.23748148148148
"483","ARCHY 109",6,NA,NA,"ARCHY",109,"ARCHAEOLOGY IN FILM",802,377,2757.8,3.43865336658354
"484","ARCHY 205",30,NA,NA,"ARCHY",205,"PRINCIPLES OF ARCHY",2471,698,7993.5,3.2349251315257
"485","ARCHY 212",1,NA,NA,"ARCHY",212,"ARCHY OF EGYPT",47,36,173.9,3.7
"486","ARCHY 269",3,NA,NA,"ARCHY",269,"SPEC TOPICS ARCHY",122,58,418.1,3.42704918032787
"487","ARCHY 303",1,"College of Arts and Sciences","Social Sciences","ARCHY",303,"AFRICA EURASIA ARCHY",31,6,89.9,2.9
"488","ARCHY 304",3,NA,NA,"ARCHY",304,"AMERICAS ARCHY",97,28,314.1,3.23814432989691
"489","ARCHY 319",1,NA,NA,"ARCHY",319,"AUSTRALIAN ARCHY",23,5,75.9,3.3
"490","ARCHY 320",3,NA,NA,"ARCHY",320,"PREHISTORY NW COAST",83,44,279,3.36144578313253
"491","ARCHY 325",4,"College of Arts and Sciences","Social Sciences","ARCHY",325,"PACIFIC ARCHY",87,31,294.6,3.38620689655172
"492","ARCHY 345",1,NA,NA,"ARCHY",345,"GLOBAL ETHNOARCH",36,24,133.2,3.7
"493","ARCHY 369",2,NA,NA,"ARCHY",369,"SPEC PROB ARCHY",39,13,129.9,3.33076923076923
